講義名,開講期間,曜日・時限,講義室,URL,講義室（改良）
農学入門　第２ターム 金１・金２,第2,金2,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ500051_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
AL2（Pythonで始める機械学習演習）　第２ターム 金１・金２,第2,金2,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ600131_ja_JP.html,全学講義棟 1-206
英語Ⅰ(English for Specific Purposes 1b)　ESP 第2ターム　火２・金２,第2,金2,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11454_ja_JP.html,全学講義棟 1-402
日本語E(読解)b,第2,金2,全学講義棟 2-103,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200211_ja_JP.html,全学講義棟 1-302
水環境工学特論,第2,金2,工-53,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM60140_ja_JP.html,全学講義棟 2-202
特別活動論　他学部用、第2ターム,第2,金3,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P44081_ja_JP.html,全学講義棟 1-206
ICT活用の理論と実践　第2ターム、初回授業は金1、小（音・図・体）・中（音・美・体）,第2,金3,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44063_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
測量学,第2,金3,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76360_ja_JP.html,全学講義棟 1-402
AL2（課題解決型プログラムｂ）　第２ターム 金３・金４,第2,金3,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ605011_ja_JP.html,全学講義棟 1-205
構造解析特論Ⅰ,第2,金3,理-3番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240201/240201_MM21070_ja_JP.html,全学講義棟 2-502
データ解析学演習,第2,金3,工-セミナー室5,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM60180_ja_JP.html,全学講義棟 2-101
教職入門 II　他学部用、人数が多い場合は3年生優先,第2,金4,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P32811_ja_JP.html,全学講義棟 1-204
特別活動論　他学部用、第2ターム,第2,金4,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P44083_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
ICT活用の理論と実践　他学部用、第2ターム、週2コマ、初回授業は金1,第2,金4,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P44069_ja_JP.html,全学講義棟 1-207
アジア経済論　第２ターム,第2,金4,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03103_ja_JP.html,全学講義棟 1-205
物権法　第２ターム,第2,金4,経-A504,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05105_ja_JP.html,全学講義棟 2-401
寄附講義「実践ベンチャー論」　第２ターム,第2,金4,経-B301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A23200_ja_JP.html,全学講義棟 2-402
測量学,第2,金4,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76360_ja_JP.html,全学講義棟 1-302
AL2（課題解決型プログラムｂ）　第２ターム 金３・金４,第2,金4,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ605011_ja_JP.html,全学講義棟 1-203
Japanese-style Management,第2,金4,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE225240_ja_JP.html,全学講義棟 2-302
構造解析特論Ⅰ,第2,金4,理-3番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240201/240201_MM21070_ja_JP.html,全学講義棟 2-203
データ解析学演習,第2,金4,工-セミナー室5,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM60180_ja_JP.html,全学講義棟 1-401
アジア経済論　第２ターム,第2,金5,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03103_ja_JP.html,全学講義棟 1-202
物権法　第２ターム,第2,金5,経-A504,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05105_ja_JP.html,全学講義棟 1-305
寄附講義「実践ベンチャー論」　第２ターム,第2,金5,経-B301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A23200_ja_JP.html,全学講義棟 1-401
Japanese-style Management,第2,金5,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE225240_ja_JP.html,全学講義棟 1-304
漢文学特講 IIB,第2,月1,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10282_ja_JP.html,全学講義棟 3-201
漢文学特講 IIB,第1,月1,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10282_ja_JP.html,工-11
書道（書写）Ｂ　30人制限,第1,月1,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10311_ja_JP.html,工-21
書道（書写）Ｂ　30人制限,第2,月1,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10311_ja_JP.html,全学講義棟 3-203
美術史概論(鑑賞並びに日本の伝統美術及びアジアの美術を含む。),第2,月1,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y20300_ja_JP.html,全学講義棟 3-202
美術史概論(鑑賞並びに日本の伝統美術及びアジアの美術を含む。),第1,月1,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y20300_ja_JP.html,工-12
教育臨床演習 IIA,第2,月1,Ｈ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44163_ja_JP.html,工-56
教育臨床演習 IIA,第1,月1,Ｈ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44163_ja_JP.html,工-セミナー室7
経済情報リテラシー　第１・２ターム,第2,月1,情報メディア端末室(3),https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01601_ja_JP.html,全学講義棟 2-501
経済情報リテラシー　第１・２ターム,第1,月1,情報メディア端末室(3),https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01601_ja_JP.html,全学講義棟 3-201
相対論,第2,月1,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12126_ja_JP.html,工-53
相対論,第1,月1,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12126_ja_JP.html,工-55
物理化学Ⅲ,第1,月1,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13037_ja_JP.html,工-54
物理化学Ⅲ,第2,月1,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13037_ja_JP.html,工-51
発生情報学演習Ⅰ,第1,月1,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15241_ja_JP.html,全学講義棟 2-302
発生情報学演習Ⅰ,第2,月1,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15241_ja_JP.html,全学講義棟 2-203
化学基礎,第1,月1,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT3001-4_ja_JP.html,全学講義棟 3-101
化学基礎,第2,月1,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT3001-4_ja_JP.html,全学講義棟 2-402
ドイツ語Ⅰa（文法）,第1,月1,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21111_ja_JP.html,工-22
ドイツ語Ⅰa（文法）,第2,月1,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21111_ja_JP.html,工-12
ドイツ語Ⅰa（文法）,第1,月1,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21112_ja_JP.html,全学講義棟 1-303
ドイツ語Ⅰa（文法）,第2,月1,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21112_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
フランス語Ⅰa（文法）,第2,月1,全学講義棟 2-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22111_ja_JP.html,全学講義棟 1-305
フランス語Ⅰa（文法）,第1,月1,全学講義棟 2-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22111_ja_JP.html,全学講義棟 1-402
フランス語Ⅰa（文法）,第2,月1,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22112_ja_JP.html,工-32
フランス語Ⅰa（文法）,第1,月1,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22112_ja_JP.html,工-52
フランス語Ⅰa（文法）,第2,月1,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22113_ja_JP.html,工-52
フランス語Ⅰa（文法）,第1,月1,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22113_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
中国語Ⅰa（文法）,第1,月1,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23111_ja_JP.html,全学講義棟 1-205
中国語Ⅰa（文法）,第2,月1,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23111_ja_JP.html,全学講義棟 1-205
中国語Ⅰa（文法）,第1,月1,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23112_ja_JP.html,工-23
中国語Ⅰa（文法）,第2,月1,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23112_ja_JP.html,工-21
中国語Ⅰa（文法）,第1,月1,全学講義棟 1-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23113_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
中国語Ⅰa（文法）,第2,月1,全学講義棟 1-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23113_ja_JP.html,全学講義棟 1-206
中国語Ⅰa（文法）,第1,月1,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23114_ja_JP.html,全学講義棟 1-203
中国語Ⅰa（文法）,第2,月1,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23114_ja_JP.html,全学講義棟 1-203
中国語Ⅰa（文法）,第2,月1,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23115_ja_JP.html,"工-21, 工-22"
中国語Ⅰa（文法）,第1,月1,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23115_ja_JP.html,工-31
ロシア語Ⅰa（文法）,第2,月1,全学講義棟 2-102,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24111_ja_JP.html,全学講義棟 1-302
ロシア語Ⅰa（文法）,第1,月1,全学講義棟 2-102,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24111_ja_JP.html,全学講義棟 1-305
韓国語Ⅰa（文法）,第2,月1,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25111_ja_JP.html,全学講義棟 1-301
韓国語Ⅰa（文法）,第1,月1,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25111_ja_JP.html,全学講義棟 1-302
韓国語Ⅰa（文法）,第2,月1,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25113_ja_JP.html,工-22
韓国語Ⅰa（文法）,第1,月1,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25113_ja_JP.html,工-32
韓国語Ⅰa（文法）,第2,月1,全学講義棟 2-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25115_ja_JP.html,全学講義棟 1-402
韓国語Ⅰa（文法）,第1,月1,全学講義棟 2-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25115_ja_JP.html,全学講義棟 2-101
イタリア語Ⅰa（運用）,第2,月1,全学講義棟 3-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX26112_ja_JP.html,全学講義棟 2-201
イタリア語Ⅰa（運用）,第1,月1,全学講義棟 3-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX26112_ja_JP.html,全学講義棟 2-202
スペイン語Ⅰa（文法）,第2,月1,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27111_ja_JP.html,全学講義棟 1-202
スペイン語Ⅰa（文法）,第1,月1,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27111_ja_JP.html,全学講義棟 1-202
スペイン語Ⅰa（文法）,第2,月1,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27112_ja_JP.html,全学講義棟 1-204
スペイン語Ⅰa（文法）,第1,月1,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27112_ja_JP.html,全学講義棟 1-204
Governance and Development,第1,月1,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC122351_ja_JP.html,工-53
Governance and Development,第2,月1,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC122351_ja_JP.html,工-50
電力工学特論,第2,月1,電気電子物理会議室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32040_ja_JP.html,工-55
電力工学特論,第1,月1,電気電子物理会議室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32040_ja_JP.html,工-セミナー室6
ハイブリッド磁気工学特論,第2,月1,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32230_ja_JP.html,全学講義棟 2-401
ハイブリッド磁気工学特論,第1,月1,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32230_ja_JP.html,全学講義棟 2-501
生体情報分子特論,第1,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20661_ja_JP.html,工-セミナー室8
生体情報分子特論,第2,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20661_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
アファイン代数幾何学特論,第2,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30015_ja_JP.html,工-セミナー室5
アファイン代数幾何学特論,第1,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30015_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
特異点論,第1,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30030_ja_JP.html,工-演習室3
特異点論,第2,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30030_ja_JP.html,工-セミナー室6
複素代数幾何学特論,第1,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30105_ja_JP.html,工-演習室4
複素代数幾何学特論,第2,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30105_ja_JP.html,工-セミナー室7
知能情報処理特論,第2,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30570_ja_JP.html,工-セミナー室8
知能情報処理特論,第1,月1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30570_ja_JP.html,理-10番講義室
博物館資料論,第2,月2,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00603_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
博物館資料論,第1,月2,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00603_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
地理学演習Ⅰ,第1,月2,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F26096_ja_JP.html,工-セミナー室5
地理学演習Ⅰ,第2,月2,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F26096_ja_JP.html,工-セミナー室5
芸術論史研究法Ａ,第2,月2,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32061_ja_JP.html,工-54
芸術論史研究法Ａ,第1,月2,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32061_ja_JP.html,工-54
日本史演習Ⅰ,第1,月2,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36091_ja_JP.html,工-セミナー室6
日本史演習Ⅰ,第2,月2,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36091_ja_JP.html,工-セミナー室7
スラブの芸術Ⅰ,第2,月2,教養学部-22,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F44161_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
スラブの芸術Ⅰ,第1,月2,教養学部-22,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F44161_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
イギリス文化演習Ⅰ,第1,月2,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46021_ja_JP.html,全学講義棟 1-207
イギリス文化演習Ⅰ,第2,月2,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46021_ja_JP.html,全学講義棟 1-301
中国近現代文化特殊講義Ⅲ,第2,月2,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55093_ja_JP.html,工-56
中国近現代文化特殊講義Ⅲ,第1,月2,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55093_ja_JP.html,工-56
韓国文化特殊講義Ⅰ,第2,月2,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55101_ja_JP.html,工-55
韓国文化特殊講義Ⅰ,第1,月2,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55101_ja_JP.html,工-55
書道（書写）Ａ　30人制限,第2,月2,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10310_ja_JP.html,工-50
書道（書写）Ａ　30人制限,第1,月2,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10310_ja_JP.html,工-50
中等理科指導法Ａ,第2,月2,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16041_ja_JP.html,工-32
中等理科指導法Ａ,第1,月2,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16041_ja_JP.html,工-32
中等音楽科指導法Ａ,第2,月2,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18040_ja_JP.html,工-12
